"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","11","10","10","1","19.854948","0","10"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","11","10","10","1","17.373741","0","10"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","11","4","4","1","6.063067","0","4"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","11","77","77","1","154.140976","0","77"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","11","635","635","1","822.428162","0","635"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","11","22","2","1","43.249226","0","134"
"/Game/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","11","88","9","2","162.060974","0","863"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","11","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","11","0","4","1","0.000000","0","0"
"/Game/ThirdPersonBP/3DObjects/Biped/RobotWhite.RobotWhite","11","0","15","1","0.000000","0","0"
"/Game/ThirdPersonBP/3DObjects/Biped/RobotShoes.RobotShoes","11","0","15","1","0.000000","0","0"
"/Game/ThirdPersonBP/3DObjects/Biped/RobotBody.RobotBody","11","0","15","1","0.000000","0","0"
"/Game/ThirdPersonBP/3DObjects/Biped/RobotPant_.RobotPant_","11","0","15","1","0.000000","0","0"
"/Game/ThirdPersonBP/3DObjects/Biped/RobotShirt.RobotShirt","11","0","15","1","0.000000","0","0"
"/Game/ThirdPersonBP/3DObjects/Biped/RobotBlack.RobotBlack","11","0","15","1","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","11","45","1","1","93.674019","0","505"
"/Game/ThirdPersonBP/3DObjects/3DName/NeonGreen.NeonGreen","11","0","15","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","11","45","3","1","71.547844","0","392"
"/Game/ThirdPersonBP/3DObjects/Images/Harshit-Modified-3_Mat.Harshit-Modified-3_Mat","11","0","15","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","11","2","2","1","2.943441","0","2"
"/Game/MyContent/Materials/NEON_GREEN.NEON_GREEN","11","0","15","1","0.000000","0","0"
"/Game/MyContent/Materials/M_BPBLUE.M_BPBLUE","11","0","45","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","11","2","2","1","3.738742","0","2"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","11","2","2","1","3.599332","0","2"
"/Game/MobileStarterContent/Props/Materials/M_TableRound.M_TableRound","11","45","2","1","74.079575","0","599"
"/Game/MobileStarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","11","30","4","1","58.237366","0","251"
"/Game/MobileStarterContent/Props/Materials/M_Statue.M_Statue","11","45","1","1","80.583115","0","399"
"/Game/MobileStarterContent/Props/Materials/M_Chair.M_Chair","11","45","4","1","81.231140","0","584"
"/Game/MobileStarterContent/Materials/M_Basic_Floor.M_Basic_Floor","11","45","1","1","6.051494","0","414"
"/Game/MobileStarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","11","45","3","1","84.484795","0","546"
"/Game/MobileStarterContent/Materials/M_Rock_Slate.M_Rock_Slate","11","45","3","1","5.501746","0","454"
"/Game/MobileStarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","11","45","1","1","87.923737","0","364"
"/Game/MobileStarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","11","45","3","1","90.665764","0","497"
"/Game/MobileStarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","11","45","1","1","5.802078","0","573"
"/Game/MobileStarterContent/Materials/M_Metal_Steel.M_Metal_Steel","11","45","2","1","94.292641","0","520"
"/Game/MobileStarterContent/Materials/M_Metal_Rust.M_Metal_Rust","11","45","3","1","87.991714","0","363"
"/Game/MobileStarterContent/Materials/M_Metal_Gold.M_Metal_Gold","11","45","2","1","95.074104","0","424"
"/Game/MobileStarterContent/Materials/M_Metal_Copper.M_Metal_Copper","11","45","3","1","89.996468","0","531"
"/Game/MobileStarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","11","45","1","1","86.494995","0","502"
"/Game/MobileStarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","11","45","2","1","70.759979","0","456"
"/Game/MobileStarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","11","45","3","1","69.263596","0","384"
"/Game/MobileStarterContent/Materials/M_Ground_Moss.M_Ground_Moss","11","45","4","1","3.956373","0","352"
"/Game/MobileStarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","11","45","5","1","3.837417","0","313"
"/Game/MobileStarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","11","45","2","1","58.255905","0","479"
"/Game/MobileStarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","11","45","3","1","54.311203","0","474"
"/Game/MobileStarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","11","45","3","1","4.840344","0","303"
"/Game/MobileStarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","11","45","3","1","5.063428","0","358"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","11","45","2","1","73.534065","0","318"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","11","45","3","1","79.505226","0","502"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","11","45","3","1","77.137199","0","590"
"/Game/MobileStarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","11","45","2","1","78.308853","0","399"
"/Game/MobileStarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","11","45","2","1","5.333771","0","463"
"/Game/MobileStarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","11","45","2","1","5.184418","0","473"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","11","45","3","1","78.092453","0","530"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","11","45","2","1","76.718430","0","468"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","11","45","1","1","78.104416","0","500"
"/Game/MobileStarterContent/Props/Materials/M_Lamp.M_Lamp","11","45","3","1","78.518517","0","548"
"/Game/MobileStarterContent/Materials/M_Ground_Grass.M_Ground_Grass","11","45","3","1","73.575058","0","395"
"/Game/MobileStarterContent/Particles/Materials/M_Spark.M_Spark","11","6","3","1","9.701466","0","17"
"/Game/MobileStarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","11","30","1","1","53.097233","0","278"
"/Game/MobileStarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","11","8","1","1","0.775523","0","21"
"/Game/MobileStarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","11","6","6","1","9.032601","0","9"
"/Game/MobileStarterContent/Materials/M_Basic_Wall.M_Basic_Wall","11","45","4","1","71.727455","0","415"
"/Game/MobileStarterContent/Props/Materials/M_Frame.M_Frame","11","45","3","1","55.257210","0","526"
"/Game/MobileStarterContent/Materials/M_Glass.M_Glass","11","30","3","1","42.116390","0","209"
"/Game/MobileStarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","11","40","1","1","42.826492","0","394"
"/Game/MobileStarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","11","45","1","1","41.647034","0","479"
"/Game/MobileStarterContent/Materials/M_Wood_Pine.M_Wood_Pine","11","45","2","1","72.975311","0","473"
"/Game/MobileStarterContent/Materials/M_Wood_Oak.M_Wood_Oak","11","45","1","1","76.265053","0","581"
"/Game/MobileStarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","11","45","1","1","78.390297","0","580"
"/Game/MobileStarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","11","45","1","1","78.935295","0","437"
"/Game/MobileStarterContent/Materials/M_Water_Ocean.M_Water_Ocean","11","45","3","1","79.649681","0","527"
"/Game/MobileStarterContent/Materials/M_Water_Lake.M_Water_Lake","11","45","3","1","77.968933","0","476"
"/Game/MobileStarterContent/Materials/M_Tech_Panel.M_Tech_Panel","11","45","2","1","76.931030","0","456"
"/Game/MobileStarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","11","45","4","1","70.826607","0","493"
"/Game/MobileStarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","11","45","4","1","71.637756","0","446"
"/Game/MyContent/Materials/M_BPRED.M_BPRED","11","0","45","1","0.000000","0","0"
"/Game/MyContent/Materials/M_BPGREEN.M_BPGREEN","11","0","45","1","0.000000","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_Burst.M_Burst","11","12","12","1","15.596828","0","19"
"/Game/MobileStarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","11","6","6","1","3.364631","0","6"
"/Game/MobileStarterContent/Particles/Materials/m_flare_01.m_flare_01","11","8","8","1","8.381712","0","13"
"/Game/MobileStarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","11","8","8","1","10.566270","0","13"
"/Game/MobileStarterContent/Props/Materials/M_Shelf.M_Shelf","11","45","1","1","39.462582","0","464"
"/Game/MobileStarterContent/Props/Materials/M_Door.M_Door","11","45","1","1","45.894291","0","378"
"/Game/MobileStarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","11","15","4","1","13.658951","0","59"
"/Game/MobileStarterContent/Props/Materials/M_Bush.M_Bush","11","52","3","1","42.376015","0","527"
"/Game/MobileStarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","11","15","5","1","15.911859","0","40"
"/Game/MobileStarterContent/Props/Materials/M_Rock.M_Rock","11","45","10","1","62.673458","0","266"
